Schema item,Kind,Data type,Extends,Restricts,Abstract,Subst Group,Comment,Namespace
ColorantProperties,global attributeGroup,,,,,,"",JDFResource.xsd
ColorAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorControlStrip,global element,jdf:ColorControlStrip_r,,,,jdf:Resource,"",JDFResource.xsd
ColorControlStrip_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ColorControlStrip_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ColorControlStrip_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ColorControlStripAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorControlStripAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorControlStripAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorControlStripLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorCorrection,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ColorCorrectionParams,global element,jdf:ColorCorrectionParams_r,,,,jdf:Resource,"",JDFResource.xsd
ColorCorrectionParams_ColorCorrectionOp_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
ColorCorrectionParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ColorCorrectionParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ColorCorrectionParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ColorCorrectionParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorCorrectionParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorCorrectionParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorCorrectionParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorCorrectionResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ColorIntent,global element,jdf:ColorIntent_r,,,,jdf:Resource,"",JDFResource.xsd
ColorIntent_ColorsUsed_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
ColorIntent_r,global complexType,,jdf:IntentResource,,,,"",JDFResource.xsd
ColorIntent_rp,global complexType,,jdf:IntentResourceLeaf,,,,"",JDFResource.xsd
ColorIntentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorIntentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorIntentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorIntentLink,global element,jdf:IntentLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorMeasurementConditions,global element,jdf:ColorMeasurementConditions_r,,,,jdf:Resource,"",JDFResource.xsd
ColorMeasurementConditions_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ColorMeasurementConditions_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ColorMeasurementConditions_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ColorMeasurementConditionsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorMeasurementConditionsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorMeasurementConditionsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorMeasurementConditionsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorPool,global element,jdf:ColorPool_r,,,,jdf:Resource,"",JDFResource.xsd
ColorPool_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ColorPool_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ColorPool_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ColorPoolAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorPoolAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorPoolAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorPoolLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorSpaceConversion,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ColorSpaceConversionOp_re,global complexType,,jdf:ResourceElement,,,,"",JDFResource.xsd
ColorSpaceConversionOpAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorSpaceConversionOpAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorSpaceConversionParams,global element,jdf:ColorSpaceConversionParams_r,,,,jdf:Resource,"",JDFResource.xsd
ColorSpaceConversionParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ColorSpaceConversionParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ColorSpaceConversionParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ColorSpaceConversionParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ColorSpaceConversionParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ColorSpaceConversionParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ColorSpaceConversionParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ColorSpaceConversionResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ColorValue,global simpleType,jdftyp:double,,,,,"",JDFTypes.xsd
ColorValueList,global simpleType,,,,,,"",JDFTypes.xsd
Combine,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
Combined,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ComChannel,global element,jdf:ComChannel_r,,,,jdf:Resource,"",JDFResource.xsd
ComChannel_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ComChannel_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ComChannel_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ComChannelAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ComChannelAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ComChannelAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ComChannelLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Command,global complexType,,jdf:Message,,,,"",JDFCore.xsd
CommandAbortQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandCloseQueue,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandFlushQueue,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandFlushResources,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandHoldQueue,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandHoldQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandNewJDF,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandNodeInfo,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandOpenQueue,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandPipeClose,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandPipePause,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandPipePull,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandPipePush,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandRemoveQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandRequestQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandResource,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandResourcePull,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandResubmitQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandResumeQueue,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandResumeQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandReturnQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandSetQueueEntryPosition,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandSetQueueEntryPriority,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandShutdown,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandStopPersistentChannel,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandSubmitQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandSuspendQueueEntry,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
CommandTypeObj,global element,jdf:CommandTypeObj_,,,true,,"",JDFCore.xsd
CommandTypeObj_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
CommandWakeUp,global complexType,,jdf:JMFAbstractCommand_,,,,"",JDFMessage.xsd
Comment,global element,jdf:Comment_Type,,,,,"",JDFCore.xsd
Comment_Type,global complexType,,jdftyp:CommentString_,,,,"",JDFCore.xsd
CommentString_,global simpleType,xs:string,,,,,"",JDFTypes.xsd
Company,global element,jdf:Company_r,,,,jdf:Resource,"",JDFResource.xsd
Company_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
Company_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
Company_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
CompanyAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CompanyAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CompanyAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
CompanyLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Component,global element,jdf:Component_r,,,,jdf:Resource,"",JDFResource.xsd
Component_r,global complexType,,jdf:QuantityResource,,,,"",JDFResource.xsd
Component_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
Component_rp,global complexType,,jdf:QuantityResourceLeaf,,,,"",JDFResource.xsd
ComponentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ComponentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ComponentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ComponentLink,global element,jdf:QuantityLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ConsumableAttribs,global attributeGroup,,,,,,"",JDFCore.xsd
ConsumableLink,global complexType,,jdf:PhysicalResourceLink,,,,"",JDFCore.xsd
ConsumableResource,global complexType,,jdf:PhysicalResource,,,,"",JDFCore.xsd
ConsumableResourceLeaf,global complexType,,jdf:PhysicalResourceLeaf,,,,"",JDFCore.xsd
Contact,global element,jdf:Contact_r,,,,jdf:Resource,"",JDFResource.xsd
Contact_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
Contact_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
Contact_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ContactAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ContactAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ContactAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ContactCopying,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ContactCopyingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ContactCopyParams,global element,jdf:ContactCopyParams_r,,,,jdf:Resource,"",JDFResource.xsd
ContactCopyParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ContactCopyParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ContactCopyParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ContactCopyParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ContactCopyParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ContactCopyParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ContactCopyParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ContactLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ContoneCalibration,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ContoneCalibrationResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ConventionalPrinting,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ConventionalPrintingParams,global element,jdf:ConventionalPrintingParams_r,,,,jdf:Resource,"",JDFResource.xsd
ConventionalPrintingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ConventionalPrintingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ConventionalPrintingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ConventionalPrintingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ConventionalPrintingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ConventionalPrintingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ConventionalPrintingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ConventionalPrintingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
CostCenter_re,global complexType,,jdf:ResourceElement,,,,"",JDFResource.xsd
CostCenterAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CostCenterAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CounterReset,global element,,jdf:NotificationDetails,,,jdf:NotificationDetails,"",JDFCore.xsd
CoverApplication,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
CoverApplicationParams,global element,jdf:CoverApplicationParams_r,,,,jdf:Resource,"",JDFResource.xsd
CoverApplicationParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
CoverApplicationParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
CoverApplicationParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
CoverApplicationParams_Score_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
CoverApplicationParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CoverApplicationParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CoverApplicationParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
CoverApplicationParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
CoverApplicationResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Creasing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
CreasingParams,global element,jdf:CreasingParams_r,,,,jdf:Resource,"",JDFResource.xsd
CreasingParams_Crease_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
CreasingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
CreasingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
CreasingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
CreasingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CreasingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CreasingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
CreasingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
CreasingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
CreatedAudit,global complexType,,jdf:AuditElement,,,,"",JDFCore.xsd
CustomerInfo,global element,jdf:CustomerInfo_,,,,,"",JDFCore.xsd
CustomerInfo_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
CustomerInfo_CustomerMessage_l,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
CutBlock,global element,jdf:CutBlock_r,,,,jdf:Resource,"",JDFResource.xsd
CutBlock_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
CutBlock_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
CutBlock_rp,global complexType,,jdf:BaseElement_,,,,"NAME CLASH - BlockName!! Base on ParameterResourceLeaf",JDFResource.xsd
CutBlockAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CutBlockAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CutBlockAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
CutBlockLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
CutMark,global element,jdf:CutMark_r,,,,jdf:Resource,"",JDFResource.xsd
CutMark_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
CutMark_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
CutMark_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
CutMarkAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CutMarkAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CutMarkAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
CutMarkLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Cutting,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
CuttingParams,global element,jdf:CuttingParams_r,,,,jdf:Resource,"",JDFResource.xsd
CuttingParams_Cut_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
CuttingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
CuttingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
CuttingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
CuttingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
CuttingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
CuttingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
CuttingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
CuttingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
date,global simpleType,xs:date,,,,,"",JDFTypes.xsd
DateAndSeparator,global simpleType,,,,,,"",JDFTypes.xsd
DatesAndSeparators,global simpleType,,,,,,"",JDFTypes.xsd
dateTime,global simpleType,,,,,,"",JDFTypes.xsd
DateTimeEvaluation,global complexType,,jdf:AbstractEvaluation,,,,"",JDFCapability.xsd
DateTimeEvaluation,global element,jdf:DateTimeEvaluation,,,,jdf:AbstractTerms,"",JDFCapability.xsd
DateTimeRange,global simpleType,jdftyp:DatesAndSeparators,,,,,"",JDFTypes.xsd
DateTimeRangeList,global simpleType,jdftyp:DatesAndSeparators,,,,,"",JDFTypes.xsd
DateTimeState,global complexType,,jdf:DevCapState,,,,"",JDFCapability.xsd
DateTimeState,global element,jdf:DateTimeState,,,,jdf:AbstractStates,"",JDFCapability.xsd
DBDocTemplateLayout,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
DBDocTemplateLayoutResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
DBMergeParams,global element,jdf:DBMergeParams_r,,,,jdf:Resource,"",JDFResource.xsd
DBMergeParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
DBMergeParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
DBMergeParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
DBMergeParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
DBMergeParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
DBMergeParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
DBMergeParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
DBRules,global element,jdf:DBRules_r,,,,jdf:Resource,"",JDFResource.xsd
DBRules_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
DBRules_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
DBRules_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
